# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_upstream_gene_variant
RNU6-1281P	ENSG00000252032	ENST00000516223	snRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-1283P	ENSG00000202184	ENST00000365314	snRNA	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-1297P	ENSG00000207144	ENST00000384415	snRNA	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
RNU6-1304P	ENSG00000223306	ENST00000411374	snRNA	0	0	0	7	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0
RNU6-1309P	ENSG00000200175	ENST00000363305	snRNA	0	0	0	21	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5
RNU6-1310P	ENSG00000206880	ENST00000384153	snRNA	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-1318P	ENSG00000202259	ENST00000365389	snRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-1319P	ENSG00000212157	ENST00000390855	snRNA	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
RNU6-135P	ENSG00000252578	ENST00000516769	snRNA	0	0	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6
RNU6-151P	ENSG00000201028	ENST00000364158	snRNA	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-152P	ENSG00000206764	ENST00000384037	snRNA	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-157P	ENSG00000206684	ENST00000383957	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-160P	ENSG00000207321	ENST00000384591	snRNA	0	0	0	7	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0
RNU6-161P	ENSG00000199921	ENST00000363051	snRNA	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-171P	ENSG00000207082	ENST00000384354	snRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-176P	ENSG00000253005	ENST00000517196	snRNA	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-179P	ENSG00000200220	ENST00000363350	snRNA	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9
RNU6-180P	ENSG00000252506	ENST00000516697	snRNA	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-210P	ENSG00000252752	ENST00000516943	snRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-239P	ENSG00000212292	ENST00000390990	snRNA	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5
RNU6-291P	ENSG00000207451	ENST00000384720	snRNA	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-304P	ENSG00000201725	ENST00000364855	snRNA	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
RNU6-307P	ENSG00000252552	ENST00000516743	snRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RNU6-369P	ENSG00000199385	ENST00000362515	snRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-371P	ENSG00000201153	ENST00000364283	snRNA	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-37P	ENSG00000199562	ENST00000362692	snRNA	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-387P	ENSG00000223263	ENST00000411331	snRNA	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
RNU6-403P	ENSG00000200033	ENST00000363163	snRNA	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-40P	ENSG00000206981	ENST00000384254	snRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-414P	ENSG00000200575	ENST00000363705	snRNA	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14
RNU6-418P	ENSG00000206762	ENST00000384035	snRNA	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
RNU6-41P	ENSG00000207472	ENST00000384741	snRNA	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-424P	ENSG00000207095	ENST00000384367	snRNA	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-465P	ENSG00000207149	ENST00000384420	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-481P	ENSG00000206921	ENST00000384194	snRNA	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6
RNU6-487P	ENSG00000202300	ENST00000365430	snRNA	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6
RNU6-48P	ENSG00000206888	ENST00000384161	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-501P	ENSG00000200942	ENST00000364072	snRNA	0	0	0	15	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	4
RNU6-503P	ENSG00000252338	ENST00000516529	snRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-510P	ENSG00000212541	ENST00000391239	snRNA	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7
RNU6-514P	ENSG00000206935	ENST00000384208	snRNA	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
RNU6-536P	ENSG00000200254	ENST00000363384	snRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RNU6-537P	ENSG00000253086	ENST00000517277	snRNA	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-570P	ENSG00000252860	ENST00000517051	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-584P	ENSG00000222282	ENST00000410350	snRNA	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-586P	ENSG00000253074	ENST00000517265	snRNA	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-605P	ENSG00000199963	ENST00000363093	snRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-608P	ENSG00000206654	ENST00000383927	snRNA	0	0	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3
RNU6-609P	ENSG00000202329	ENST00000365459	snRNA	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-622P	ENSG00000206999	ENST00000384272	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-662P	ENSG00000206980	ENST00000384253	snRNA	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
RNU6-693P	ENSG00000251943	ENST00000516134	snRNA	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-695P	ENSG00000212459	ENST00000391157	snRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-704P	ENSG00000201032	ENST00000364162	snRNA	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
RNU6-716P	ENSG00000202491	ENST00000365621	snRNA	0	0	0	10	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	5
RNU6-723P	ENSG00000206700	ENST00000383973	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-725P	ENSG00000252371	ENST00000516562	snRNA	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-731P	ENSG00000253022	ENST00000517213	snRNA	0	0	0	20	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	9
RNU6-747P	ENSG00000212230	ENST00000390928	snRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-750P	ENSG00000212248	ENST00000390946	snRNA	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
RNU6-753P	ENSG00000200796	ENST00000363926	snRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-755P	ENSG00000201270	ENST00000364400	snRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-771P	ENSG00000207511	ENST00000384780	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-776P	ENSG00000201273	ENST00000364403	snRNA	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
RNU6-777P	ENSG00000201135	ENST00000364265	snRNA	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-778P	ENSG00000200139	ENST00000363269	snRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-791P	ENSG00000222399	ENST00000410467	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-792P	ENSG00000200360	ENST00000363490	snRNA	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-828P	ENSG00000201746	ENST00000364876	snRNA	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-830P	ENSG00000252162	ENST00000516353	snRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-877P	ENSG00000206595	ENST00000383868	snRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RNU6-880P	ENSG00000207256	ENST00000384526	snRNA	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9
RNU6-884P	ENSG00000200759	ENST00000363889	snRNA	0	0	0	22	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	12
RNU6-89P	ENSG00000272262	ENST00000606519	snRNA	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-947P	ENSG00000252073	ENST00000516264	snRNA	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-949P	ENSG00000206767	ENST00000384040	snRNA	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5
RNU6-965P	ENSG00000252530	ENST00000516721	snRNA	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
RNU6-968P	ENSG00000206803	ENST00000384076	snRNA	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3
RNU6-969P	ENSG00000206627	ENST00000383900	snRNA	0	0	0	12	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4
RNU6-970P	ENSG00000252121	ENST00000516312	snRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RNU6-983P	ENSG00000251813	ENST00000516004	snRNA	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-991P	ENSG00000251977	ENST00000516168	snRNA	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
RNU6-999P	ENSG00000251754	ENST00000515945	snRNA	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
RNU6ATAC18P	ENSG00000221340	ENST00000408413	snRNA	0	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1
RNU6ATAC27P	ENSG00000221216	ENST00000408289	snRNA	0	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
RNU6ATAC35P	ENSG00000221571	ENST00000609276	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RNU6V	ENSG00000206832	ENST00000384105	snRNA	0	0	0	7	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3
RNU7-121P	ENSG00000252413	ENST00000516604	snRNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RNU7-123P	ENSG00000251720	ENST00000515911	snRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RNU7-13P	ENSG00000252222	ENST00000516413	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNU7-179P	ENSG00000252417	ENST00000516608	snRNA	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8
RNU7-183P	ENSG00000252407	ENST00000516598	snRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-200P	ENSG00000251914	ENST00000516105	snRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-29P	ENSG00000252429	ENST00000516620	snRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-57P	ENSG00000238365	ENST00000459540	snRNA	0	0	0	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15
RNU7-62P	ENSG00000238653	ENST00000458856	snRNA	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
RNU7-70P	ENSG00000252750	ENST00000516941	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNU7-80P	ENSG00000238778	ENST00000459562	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-8P	ENSG00000251767	ENST00000515958	snRNA	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RNU7-95P	ENSG00000239007	ENST00000459222	snRNA	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RNVU1-1	ENSG00000207340	ENST00000384610	snRNA	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
RNVU1-14	ENSG00000207501	ENST00000384770	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNVU1-15	ENSG00000207205	ENST00000384476	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNVU1-17	ENSG00000207349	ENST00000384619	snRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RNVU1-18	ENSG00000206737	ENST00000384010	snRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNVU1-19	ENSG00000275538	ENST00000613023	snRNA	0	0	0	6	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2
RNVU1-2	ENSG00000252135	ENST00000516326	snRNA	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
RNVU1-3	ENSG00000201183	ENST00000364313	snRNA	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RNVU1-4	ENSG00000277610	ENST00000612985	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RNVU1-6	ENSG00000201558	ENST00000364688	snRNA	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
RNVU1-7	ENSG00000206585	ENST00000383858	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNVU1-8	ENSG00000201142	ENST00000364272	snRNA	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
RNY1P13	ENSG00000201900	ENST00000365030	misc_RNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RNY4P16	ENSG00000201638	ENST00000364768	misc_RNA	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RNY4P25	ENSG00000238711	ENST00000459254	misc_RNA	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ROR1	ENSG00000185483	ENST00000371079	protein_coding	0	0	0	109	0	0	0	0	0	0	2	0	106	0	0	0	0	0	0	0	0	0	1
ROR1	ENSG00000185483	ENST00000371080	protein_coding	0	0	0	95	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	1
ROR1	ENSG00000185483	ENST00000482426	processed_transcript	0	0	0	95	0	0	0	0	0	0	2	0	92	0	0	0	0	0	0	0	0	0	1
ROR1	ENSG00000185483	ENST00000545203	protein_coding	0	0	0	68	0	0	0	0	0	0	2	0	63	0	0	0	0	0	0	0	0	0	3
ROR1-AS1	ENSG00000223949	ENST00000412349	antisense	0	0	0	10	0	0	0	0	0	0	2	0	7	1	0	0	0	0	0	0	0	0	0
ROR1-AS1	ENSG00000223949	ENST00000424995	antisense	0	0	0	33	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
RORC	ENSG00000143365	ENST00000318247	protein_coding	0	0	0	27	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	7
RORC	ENSG00000143365	ENST00000356728	protein_coding	0	0	0	20	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	2
RORC	ENSG00000143365	ENST00000480719	processed_transcript	0	0	0	15	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	8
RP1-102G20.2	ENSG00000237249	ENST00000448158	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
RP1-102G20.4	ENSG00000235869	ENST00000441426	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
RP1-102G20.5	ENSG00000229531	ENST00000448686	antisense	0	0	0	7	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3
RP1-102G20.5	ENSG00000229531	ENST00000452442	antisense	0	0	0	13	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	1
RP1-10C16.1	ENSG00000235736	ENST00000457405	lincRNA	0	0	0	6	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2
RP1-117O3.2	ENSG00000236065	ENST00000427524	antisense	0	0	0	37	0	0	0	0	0	0	2	0	29	0	0	0	0	0	0	0	0	0	6
RP1-117P20.3	ENSG00000230704	ENST00000454271	lincRNA	0	0	0	6	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3
RP1-118J21.24	ENSG00000229213	ENST00000446772	unprocessed_pseudogene	0	0	0	21	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7
RP1-118J21.25	ENSG00000261798	ENST00000566366	antisense	0	0	0	19	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	3
RP1-118J21.5	ENSG00000236546	ENST00000418255	antisense	0	0	0	5	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1
RP1-120G22.11	ENSG00000226944	ENST00000455744	antisense	0	0	0	9	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	1
RP1-125I3.2	ENSG00000236528	ENST00000455431	antisense	0	0	0	11	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	7
RP1-125I3.4	ENSG00000223624	ENST00000453780	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RP1-127D3.4	ENSG00000225243	ENST00000422841	antisense	0	0	0	13	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0
RP1-127D3.4	ENSG00000225243	ENST00000445290	antisense	0	0	0	13	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0
RP1-127D3.4	ENSG00000225243	ENST00000445909	antisense	0	0	0	13	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0
RP1-134O19.3	ENSG00000270620	ENST00000604816	unprocessed_pseudogene	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
RP1-140A9.1	ENSG00000231050	ENST00000412228	antisense	0	0	0	9	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	1
RP1-140J1.1	ENSG00000229699	ENST00000427145	lincRNA	0	0	0	9	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	2
RP1-140J1.4	ENSG00000230779	ENST00000445179	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP1-144C9.2	ENSG00000231207	ENST00000443746	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP1-144F13.3	ENSG00000225903	ENST00000424418	antisense	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
RP1-144F13.4	ENSG00000225333	ENST00000497982	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP1-150O5.3	ENSG00000235052	ENST00000451217	lincRNA	0	0	0	12	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	6
RP1-158P9.1	ENSG00000235612	ENST00000435828	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP1-159A19.3	ENSG00000235912	ENST00000433132	processed_pseudogene	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
RP1-159A19.4	ENSG00000237429	ENST00000443579	antisense	0	0	0	8	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	2
RP1-15D23.2	ENSG00000224228	ENST00000432694	lincRNA	0	0	0	77	0	0	0	0	0	0	2	0	75	0	0	0	0	0	0	0	0	0	0
RP1-163G9.2	ENSG00000226286	ENST00000440516	antisense	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
RP1-163M9.7	ENSG00000279151	ENST00000624517	lincRNA	1	2	0	5	0	0	0	0	0	0	3	0	5	0	0	1	0	2	0	0	0	0	0
RP1-163M9.8	ENSG00000282143	ENST00000633763	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
RP1-178F15.4	ENSG00000272030	ENST00000469931	antisense	0	0	0	16	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	9
RP1-178F15.4	ENSG00000272030	ENST00000607839	antisense	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12
RP1-178F15.5	ENSG00000271853	ENST00000472233	processed_transcript	1	0	0	19	0	0	0	0	0	0	4	0	7	0	0	0	1	0	0	0	0	0	9
RP1-178F15.5	ENSG00000271853	ENST00000484413	processed_transcript	0	0	0	20	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	9
RP1-178F15.5	ENSG00000271853	ENST00000497086	processed_transcript	0	0	0	21	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	9
RP1-184J9.2	ENSG00000240553	ENST00000427154	antisense	0	0	0	42	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	5
RP1-187B23.1	ENSG00000233478	ENST00000436991	antisense	0	0	0	12	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	2
RP1-18D14.7	ENSG00000226252	ENST00000422216	antisense	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3
RP1-202O8.2	ENSG00000231868	ENST00000419034	antisense	0	0	0	12	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	2
RP1-202O8.3	ENSG00000271746	ENST00000607670	antisense	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
RP1-206D15.5	ENSG00000234604	ENST00000452472	processed_pseudogene	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1
RP1-206D15.6	ENSG00000213062	ENST00000392097	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP1-20B21.4	ENSG00000227751	ENST00000439577	antisense	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
RP1-20N18.10	ENSG00000283227	ENST00000636302	protein_coding	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
RP1-20N18.4	ENSG00000234262	ENST00000429623	unprocessed_pseudogene	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RP1-212P9.3	ENSG00000233427	ENST00000418471	antisense	0	0	0	23	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	6
RP1-21O18.3	ENSG00000215720	ENST00000400795	processed_pseudogene	0	1	0	15	0	0	0	0	0	0	2	0	3	3	0	0	0	1	0	0	0	0	8
RP1-223H12.5	ENSG00000270443	ENST00000605228	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
RP1-224A6.3	ENSG00000228397	ENST00000455966	lincRNA	0	0	0	19	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	11
RP1-224A6.3	ENSG00000228397	ENST00000635097	lincRNA	0	0	0	16	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9
RP1-224A6.8	ENSG00000271428	ENST00000604049	processed_pseudogene	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9
